id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
5341;Brussels Beer Challenge;Bélgica;2020-10;2020;Brouwerij Roman;Ename Pater;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
5342;Brussels Beer Challenge;Bélgica;2020-10;2020;Huisbrouwerij Fienneke- Ellen Winters;Fientje;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5343;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Grand Mir;GrandMir Blonde;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5344;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Cornelissen;Herkenrode Cister;Light Bitter Blond/Golden Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
5345;Brussels Beer Challenge;Bélgica;2019-10;2019;Brouwerij Cornelissen;Herkenrode Cister;Light Bitter Blond/Golden Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
5346;Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie Artisanale de Namur;Jambes en l'air;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
5347;Brussels Beer Challenge;Bélgica;2019-10;2019;Pelican Brewing Company;Kiwanda Cream Ale;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
5348;Brussels Beer Challenge;Bélgica;2019-10;2019;Brouwerij Kompel;Kompel bovengronds;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5349;Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Mont Blanc;La Blonde;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
5350;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Mont Blanc;La Blonde;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Francia
5351;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie St-Feuillien;St-Feuillien Five;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
5352;Brussels Beer Challenge;Bélgica;2019-10;2019;Scheldebrouwerij;Strandgaper;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
5353;Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Minne;Super Sanglier;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
5354;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij Ter Dolen;Ter Dolen Armand;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
5355;Brussels Beer Challenge;Bélgica;2021-10;2021;Lindemans nv;Toots;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5356;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij & Distilleerderij Wilderen;Wilderen Goud;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5357;Brussels Beer Challenge;Bélgica;2024-10;2024;Cervejaria Ashby;Ashby British Strong Ale;Light Bitter/Bitter/Best Bitter/ESB;Gold Medal;Oro;Beer;BeerStyle;;Brasil
5358;Brussels Beer Challenge;Bélgica;2024-10;2024;Mister B Brewery;B-latta;Light Bitter/Bitter/Best Bitter/ESB;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
5359;Brussels Beer Challenge;Bélgica;2025-10;2025;Firestone Walker Brewing Co.;Double Barrel Ale;Light Bitter/Bitter/Best Bitter/ESB;Plata Medal;Plata;Beer;BeerStyle;;EEUU
5360;Brussels Beer Challenge;Bélgica;2025-10;2025;Societa' Agricola Pagus S.s.;Frera;Light Bitter/Bitter/Best Bitter/ESB;Bronce Medal;Bronce;Beer;BeerStyle;;Italia
5361;Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Goudale;La Goudale de Printemps;Light Bitter/Bitter/Best Bitter/ESB;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
5362;Brussels Beer Challenge;Bélgica;2024-10;2024;ALTEA SRL;Mrs. Bitter;Light Bitter/Bitter/Best Bitter/ESB;Silver Medal;Plata;Beer;BeerStyle;;Italia
5363;Brussels Beer Challenge;Bélgica;2025-10;2025;Kumbat;The Brew Of Life • Light Ale;Light Bitter/Bitter/Best Bitter/ESBBest Chinese Beer 2025;Best Chinese Beer;Oro;Beer;BeerPais;;China
5364;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Caserío;Sucubo;Light Hybrid Beer;Best Style - Light Hibrid Beer;Oro;Beer;Style; - ;México
5365;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Nomade;Blonde Ale;Light Hybrid Beer;Best Style - Light Hybrid Beer;Oro;Beer;Style; - ;Chile
5366;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Nomade;Blonde Ale;Light Hybrid Beer;Bronce;Bronce;Beer;Style; - ;Chile
5367;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Bierland;Bierland Pilsen;Light Lager;Bronce;Bronce;Beer;Style; - ;Brasil
5368;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Krug Bier;AUSTRIA EXPORT;Light Lager;Plata;Plata;Beer;Style; - ;Brasil
5369;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Latitud Cero;"Latitud Cero ""Concordia""";Light Lager;Bronce;Bronce;Beer;Style; - ;Ecuador
5370;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;St Gallen;THEREZOPOLIS GOLD;Light Lager;Best Style - Light Lager;Oro;Beer;Style; - ;Brasil
5371;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;St Gallen;THEREZOPOLIS GOLD;Light Lager;Oro;Oro;Beer;Style; - ;Brasil
5372;Copa Tayrona - Colombia;Internacional;2025-07;2025;Punta Cana;Canita Ligera;Light Lager;Plata;Plata;Beer;Style;Punta Cana;Rep. Dominicana
5373;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Territorial Brewing Co.;BC Light;Light Lager;Oro;Oro;Beer;Style;Springfield;EEUU
5374;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;MacLeod Ale Brewing Co.;Van ICE;Light Lager;Plata;Plata;Beer;Style;Van Nuys;EEUU
5375;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Cervecería de Colima;Cayaco;Light Lager;Bronce;Bronce;Beer;Style;Cuauhtemoc;México
5376;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Miller Brewing Co.;Miller Lite;Light Lager;Oro;Oro;Beer;Style;Milwaukee;EEUU
5377;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Asahi Breweries;Asahi The Dream;Light Lager;Plata;Plata;Beer;Style;Tokyo;Japón
5378;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Margaritaville Brewing Co.;Landshark;Light Lager;Bronce;Bronce;Beer;Style;Wildwood;EEUU
5379;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;La Cumbre Brewing Co.;BEER;Light Lager;Oro;Oro;Beer;Style;Albuquerque;EEUU
5380;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;TAPS Fish House & Brewery - Brea;Amend This!;Light Lager;Plata;Plata;Beer;Style;Brea;EEUU
5381;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bauhaus Brew Labs;Wonderstuff;Light Lager;Bronce;Bronce;Beer;Style;Minneapolis;EEUU
5382;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Morgan Territory Brewing;Dark Reckoning Baltic Porter;Light Lager;Oro;Oro;Beer;Style;Tracy;EEUU
5383;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bottle Logic Brewing;Cobaltic Porter;Light Lager;Plata;Plata;Beer;Style;Anaheim;EEUU
5384;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Mountain Sun Breweries;Black Aria Baltic Porter;Light Lager;Bronce;Bronce;Beer;Style;Denver;EEUU
5385;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Trumer Brauerei;Trumer Pils;Light Lager;Oro;Oro;Beer;Style;Berkeley;EEUU
5386;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Dry Dock Brewing Co. - South Dock;Pilsner;Light Lager;Plata;Plata;Beer;Style;Aurora;EEUU
5387;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Buergerliches Brauhaus Saalfeld;Saalfelder Premium;Light Lager;Bronce;Bronce;Beer;Style;Saalfeld;Alemania
5388;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Medusa Brewing Co.;Duchovni;Light Lager;Oro;Oro;Beer;Style;Hudson;EEUU
5389;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Canteen Brewhouse;High Plains Pils;Light Lager;Plata;Plata;Beer;Style;Albuquerque;EEUU
5390;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;River Rat Brewery;Pilsner;Light Lager;Bronce;Bronce;Beer;Style;Columbia;EEUU
5391;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Loewenbraeu;Loewenbraeu Original;Light Lager;Oro;Oro;Beer;Style;Muenchen;Alemania
5392;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;ABK Betriebsgesellschaft der Aktienbrauerei Kaufbeuren;Aktien Hell;Light Lager;Plata;Plata;Beer;Style;Kaufbeuren;Alemania
5393;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Crystal Lake Brewing Co.;Beach Blonde;Light Lager;Bronce;Bronce;Beer;Style;Crystal Lake;EEUU
5394;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Muellerbraeu;Festbier;Light Lager;Oro;Oro;Beer;Style;Pfaffenhofen;Alemania
5395;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Kalnapilio-Tauro Grupe;Tauras Tradicinis;Light Lager;Plata;Plata;Beer;Style;Panevezys;Lituania
5396;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Eder & Heylands Brauerei;Eder’s Export;Light Lager;Bronce;Bronce;Beer;Style;Grossostheim;Alemania
5397;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Stony Creek Brewery;Dock Time;Light Lager;Oro;Oro;Beer;Style;Branford;EEUU
5398;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;August Schell Brewing Co.;Firebrick;Light Lager;Plata;Plata;Beer;Style;New Ulm;EEUU
5399;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;WeldWerks Brewing Co.;Puesta del Sol;Light Lager;Bronce;Bronce;Beer;Style;Greeley;EEUU
5400;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bitter Sisters Brewing Co.;Hissy Fit Marzen Lager;Light Lager;Oro;Oro;Beer;Style;Addison;EEUU
5401;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Lost Rhino Brewing Co.;Rhinofest;Light Lager;Plata;Plata;Beer;Style;Ashburn;EEUU
5402;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Buergerliches Brauhaus Saalfeld;Ur-Saalfelder;Light Lager;Bronce;Bronce;Beer;Style;Saalfeld;Alemania
5403;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Figueroa Mountain Brewing Co. - Arroyo Grande;I Dunkled in My Pants;Light Lager;Oro;Oro;Beer;Style;Santa Barbara;EEUU
5404;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Karbach Brewing Co.;Mother in Lager;Light Lager;Plata;Plata;Beer;Style;Houston;EEUU
5405;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Yee-Haw Brewing;Yee-Haw Dunkel;Light Lager;Bronce;Bronce;Beer;Style;Johnson City;EEUU
5406;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Devils Backbone Brewing Co. - Outpost;Schwartz Bier;Light Lager;Oro;Oro;Beer;Style;Lexington;EEUU
5407;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Metropolitan Brewing;Magnetron Schwarzbier;Light Lager;Plata;Plata;Beer;Style;Chicago;EEUU
5408;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;TAPS Fish House & Brewery - Brea;TAPS Schwarzbier;Light Lager;Bronce;Bronce;Beer;Style;Brea;EEUU
5409;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Stoudts Brewing Co.;Maibock;Light Lager;Oro;Oro;Beer;Style;Adamstown;EEUU
5410;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Ploughshare Brewing Co.;Pivo Bublina;Light Lager;Plata;Plata;Beer;Style;Lincoln;EEUU
5411;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Biermanufaktur ENGEL;Engel Bock Dunkel;Light Lager;Bronce;Bronce;Beer;Style;Crailsheim;Alemania
5412;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Occidental Brewing Co.;Lucubrator;Light Lager;Oro;Oro;Beer;Style;Portland;EEUU
5413;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Rockyard Brewing Co.;Warning Sign;Light Lager;Plata;Plata;Beer;Style;Castle Rock;EEUU
5414;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei S. Riegele;ATOR 20;Light Lager;Bronce;Bronce;Beer;Style;Augsburg;Alemania
5415;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Pabst Brewing Co.;Rainier Lager;Light Lager;Oro;Oro;Beer;Style;Los Angeles;EEUU
5416;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Miller Brewing Co.;High Life;Light Lager;Plata;Plata;Beer;Style;Milwaukee;EEUU
5417;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;The Austin Beer Garden Brewing Co.;Rocket 100;Light Lager;Bronce;Bronce;Beer;Style;Austin;EEUU
5418;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Steamworks Brewing Co.;Steam Engine Lager;Light Lager;Oro;Oro;Beer;Style;Durango;EEUU
5419;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boxing Cat Brewery;Ringside Red;Light Lager;Plata;Plata;Beer;Style;Shanghai;China
5420;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Argus Brewery;Holsteiner;Light Lager;Bronce;Bronce;Beer;Style;Chicago;EEUU
5421;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Lancaster Brewing Co.;Jump Seat Black Lager;Light Lager;Oro;Oro;Beer;Style;Lancaster;EEUU
5422;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;TAPS Fish House & Brewery - Brea;El Moreno;Light Lager;Plata;Plata;Beer;Style;Brea;EEUU
5423;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Saint Patrick’s Brewing Co.;Saint Patrick’s Black;Light Lager;Bronce;Bronce;Beer;Style;Littleton;EEUU
5424;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Reuben’s Brews;Triumvirate;Light Lager;Oro;Oro;Beer;Style;Seattle;EEUU
5425;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Breakside Brewery;Breakside Lunch Break ISA;Light Lager;Plata;Plata;Beer;Style;Milwaukie;EEUU
5426;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bosque Brewing Co.;Bosque IPA;Light Lager;Bronce;Bronce;Beer;Style;Albuquerque;EEUU
5427;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Mike Hess Brewing Co. - North Park;Claritas;Light Lager;Oro;Oro;Beer;Style;San Diego;EEUU
5428;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;All Rise Brewing Co.;Feder Monde;Light Lager;Plata;Plata;Beer;Style;Chicago;EEUU
5429;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Straub Brewery;Straub Kolsch;Light Lager;Bronce;Bronce;Beer;Style;St. Marys;EEUU
5430;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Odell Brewing Co.;90 Shilling;Light Lager;Oro;Oro;Beer;Style;Fort Collins;EEUU
5431;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Grimm Brothers Brewhouse;Little Red Cap;Light Lager;Plata;Plata;Beer;Style;Loveland;EEUU
5432;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Breakside Brewery - Pub Brewery;Breakside Will’s Alt;Light Lager;Bronce;Bronce;Beer;Style;Portland;EEUU
5433;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bend Brewing Co.;Volkssekt;Light Lager;Oro;Oro;Beer;Style;Bend;EEUU
5434;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Noble Ale Works;Gosebusters;Light Lager;Plata;Plata;Beer;Style;Anaheim;EEUU
5435;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Ritterguts Gose;Original Ritterguts Gose;Light Lager;Bronce;Bronce;Beer;Style;Borna;Alemania
5436;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bayerische Staatsbrauerei Weihenstephan;Weihenstephaner Hefeweissbier;Light Lager;Oro;Oro;Beer;Style;Freising;Alemania
5437;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Oriental Brewery Co.;Premier OB Weizen;Light Lager;Plata;Plata;Beer;Style;Icheon-si;Corea del Sur
5438;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Jos. Baumgartner;Baumgartner Weisse Hell;Light Lager;Bronce;Bronce;Beer;Style;Schaerding;EEUU
5439;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Spaten-Franziskaner-Braeu;Franziskaner Weissbier Royal;Light Lager;Oro;Oro;Beer;Style;Muenchen;Alemania
5440;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bayerische Staatsbrauerei Weihenstephan;Weihenstephaner Kristallweissbier;Light Lager;Plata;Plata;Beer;Style;Freising;Alemania
5441;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Michael Plank;Plank Original Hefeweizen;Light Lager;Bronce;Bronce;Beer;Style;Laaber;Alemania
5442;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Ladenburger;Ladenburger Weizenbock Hell;Light Lager;Oro;Oro;Beer;Style;Neuler;Alemania
5443;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Michael Plank;Plank Heller Weizenbock;Light Lager;Plata;Plata;Beer;Style;Laaber;Alemania
5444;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Michael Plank;Plank Dunkler Weizenbock;Light Lager;Bronce;Bronce;Beer;Style;Laaber;Alemania
5445;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Hoegaarden Brewery, Inbev Belgium;Hoegaarden Wit;Light Lager;Oro;Oro;Beer;Style;Hoegaarden;Bélgica
5446;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Camden Town Brewery;Gentleman’s Wit;Light Lager;Plata;Plata;Beer;Style;London;Reino Unido
5447;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Newburyport Brewing Co.;Plum Island White;Light Lager;Bronce;Bronce;Beer;Style;Newburyport;EEUU
5448;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Blackberry Farm Brewery;Classic Saison;Light Lager;Oro;Oro;Beer;Style;Walland;EEUU
5449;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Microbrasserie Le Trou Du Diable;La Saison du Tracteur;Light Lager;Plata;Plata;Beer;Style;Shawinigan;Canadá
5450;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;12Degree Brewing;Soleil Saison;Light Lager;Bronce;Bronce;Beer;Style;Louisville;EEUU
5451;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Little Fish Brewing Co.;Barrel Aged Woodthrush;Light Lager;Oro;Oro;Beer;Style;Athens;EEUU
5452;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Farnam House Brewing Co.;Farnam House Biere de Garde;Light Lager;Plata;Plata;Beer;Style;Omaha;EEUU
5453;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Two Brothers Brewing Co.;Domaine DuPage;Light Lager;Bronce;Bronce;Beer;Style;Warrenville;EEUU
5454;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bierbrouwerij de Koningshoeven;La Trappe Trappist Blond;Light Lager;Oro;Oro;Beer;Style;Berkel-Enschot;Países Bajos
5455;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Portland Brewing;Raise the Roost;Light Lager;Plata;Plata;Beer;Style;Portland;EEUU
5456;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Lost Highway Brewing;Golden Ghost;Light Lager;Bronce;Bronce;Beer;Style;Denver;EEUU
5457;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brouwerij Boon;Oude Geuze Boon Black Label;Light Lager;Oro;Oro;Beer;Style;Lembeek;Bélgica
5458;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Lindemans Brewery;Lindemans Oude Kriek Cuvee Rene;Light Lager;Plata;Plata;Beer;Style;Vlezenbeek;Bélgica
5459;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Wicked Weed - Funkatorium;Red Angel;Light Lager;Bronce;Bronce;Beer;Style;Asheville;EEUU
5460;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Eagle Rock Brewery;Yearling;Light Lager;Oro;Oro;Beer;Style;Los Angeles;EEUU
5461;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bruery Terreux;Oude Tart;Light Lager;Plata;Plata;Beer;Style;Placentia;EEUU
5462;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;New Holland Brewing Co.;2014 Vintage Blue Sunday;Light Lager;Bronce;Bronce;Beer;Style;Holland;EEUU
5463;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bier Brewery and Taproom;Sanitarium;Light Lager;Oro;Oro;Beer;Style;Indianapolis;EEUU
5464;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Hertog Jan Brouwerij;Hertog Jan Dubbel;Light Lager;Plata;Plata;Beer;Style;Arcen;Países Bajos
5465;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brewery Ommegang;Three Philosophers;Light Lager;Bronce;Bronce;Beer;Style;Cooperstown;EEUU
5466;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Iron Hill Brewery & Restaurant - Lancaster;Bedotter;Light Lager;Oro;Oro;Beer;Style;Lancaster;EEUU
5467;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;33 Acres Brewing Co.;33 Acres of Euphoria;Light Lager;Plata;Plata;Beer;Style;Vancouver;Canadá
5468;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brewery Ommegang;Gnomegang;Light Lager;Bronce;Bronce;Beer;Style;Cooperstown;EEUU
5469;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;12Degree Brewing;Treachery;Light Lager;Oro;Oro;Beer;Style;Louisville;EEUU
5470;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Gemini Beer Co.;Sanctuary Golden Strong Ale;Light Lager;Plata;Plata;Beer;Style;Westminster;EEUU
5471;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Funkwerks;Deceit;Light Lager;Bronce;Bronce;Beer;Style;Fort Collins;EEUU
5472;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boulevard Brewing Co.;The Sixth Glass;Light Lager;Oro;Oro;Beer;Style;Kansas City;EEUU
5473;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Deep Ellum Brewing Co.;Four Swords;Light Lager;Plata;Plata;Beer;Style;Dallas;EEUU
5474;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Microbrasserie Le Trou Du Diable;La Grivoise de Noel;Light Lager;Bronce;Bronce;Beer;Style;Shawinigan;Canadá
5475;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Crooked Run Brewing;Supernatural;Light Lager;Oro;Oro;Beer;Style;Leesburg;EEUU
5476;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Oak Highlands Brewery;Chump Change;Light Lager;Plata;Plata;Beer;Style;Dallas;EEUU
5477;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Spangalang Brewery;Sugarfoot Belgian Table Beer;Light Lager;Bronce;Bronce;Beer;Style;Denver;EEUU
5478;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Discretion Brewing;Song In Your Heart;Light Lager;Oro;Oro;Beer;Style;Soquel;EEUU
5479;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;The Mitten Brewing Co.;Triple Crown Brown;Light Lager;Plata;Plata;Beer;Style;Grand Rapids;EEUU
5480;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Heist Brewery;Brockwell;Light Lager;Bronce;Bronce;Beer;Style;Charlotte;EEUU
5481;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;West End Brewery;James Squires The Swindler Summer Ale;Light Lager;Oro;Oro;Beer;Style;Thebarton;Australia
5482;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Stone & Wood Brewing Co.;Pacific Ale;Light Lager;Plata;Plata;Beer;Style;Byron Bay;Australia
